shipmentid,orderid,shipmentdate,estimateddeliverydate,actualdeliverydate,carrier,trackingnumber
1085,1570,2022-08-27,2020-01-31,,USPS,bc2bcf5c-8622-4e3e-8435-3ca36b0874ee
1086,2057,2022-11-20,2021-06-16,2020-05-02,USPS,
1087,1021,2021-05-11,2020-09-15,,FedEx,01da6973-661a-410b-bdc3-3b5c7d17a454
1088,529,2020-10-27,2022-05-04,2022-01-12,FedEx,11eee79b-b18e-49a9-bf55-16adbf6add3c
1089,1504,2022-12-21,2022-09-09,2021-04-04,DHL,
1090,332,2020-03-10,2022-09-13,2023-02-10,DHL,a4ab3f76-21b9-4197-a7c9-a324e243e17d
1091,1102,2023-07-26,2020-01-21,,USPS,49d58ad4-4c41-4138-ad40-79bed88a346f
1092,2964,2020-01-24,2020-04-28,,USPS,6339c426-cadc-4332-8f83-8875f3bd2245
1093,1025,2022-08-30,2023-02-01,2021-05-20,Local Courier,99ab1b5c-b398-452f-ba86-4929fb5527f9
1094,1254,2023-03-24,2021-08-21,,FedEx,
1095,1421,2020-12-07,2023-04-18,,Local Courier,
1096,2123,2021-04-03,2023-04-05,2023-01-30,DHL,
1097,1450,2021-10-21,2023-07-22,2021-08-16,Local Courier,16d6a1d8-8e30-4f40-882d-53d58b251451
1098,2248,2021-01-13,2020-08-14,2021-10-27,FedEx,2fb17cba-d291-4ed1-88a4-ea7a70fa0c6a
1099,1417,2022-03-05,2020-10-28,,DHL,
1100,487,2022-02-28,2020-12-02,,UPS,52ba6331-426d-4b22-8fa3-0a0162fd003c
1101,794,2021-12-11,2021-11-18,2023-08-07,USPS,
1102,1293,2021-07-22,2020-12-24,,FedEx,
1103,896,2021-07-24,2020-03-27,,USPS,9d05363c-a457-48b8-a91b-8f7ab0c09549
1104,1449,2022-01-21,2020-02-07,,FedEx,
1105,535,2020-11-13,2020-04-21,2022-03-24,USPS,bbdf9c6f-e339-4fca-a80a-30c9f5f7338b
1106,1253,2020-11-30,2022-03-28,2022-10-25,DHL,86aec615-11c9-4c09-bb51-5fc2ee3bdbc3
1107,88,2023-03-19,2020-09-19,,USPS,
1108,210,2020-08-04,2022-05-24,,FedEx,fa8ebf58-d49b-4288-ba4b-4dbd737f5b8c
1109,1860,2023-04-18,2021-10-29,2021-12-27,Local Courier,
1110,2372,2021-11-08,2021-09-22,2021-02-11,FedEx,b1f9a52b-0dc0-4911-99a3-c39be369e0e2
1111,97,2022-01-30,2021-09-02,,Local Courier,
1112,2720,2021-12-05,2023-01-24,2020-10-19,DHL,9c2d29f6-ad98-4984-a623-2d869d22b1a9
1113,1251,2023-04-02,2022-01-13,,DHL,
1114,249,2022-03-03,2023-09-23,2022-02-23,FedEx,
1115,2555,2022-09-17,2023-08-10,2023-05-04,DHL,
1116,1365,2021-07-01,2022-12-31,,DHL,f085b962-8439-4d37-9df1-4d37cdd5dcbd
1117,1079,2020-03-20,2021-09-02,,DHL,
1118,2458,2023-11-16,2021-01-18,2020-09-26,USPS,
1119,2388,2020-06-22,2023-08-17,,USPS,
1120,1790,2023-04-15,2021-11-08,2022-06-21,DHL,
1121,1530,2020-10-27,2020-03-14,2023-05-04,FedEx,
1122,1551,2022-08-03,2020-05-15,2021-07-30,DHL,10573178-ba9e-420a-8744-1fe9a516f861
1123,488,2022-09-29,2020-09-09,2020-10-22,UPS,0fa71844-23bd-4e36-9f99-75343e14ef3b
1124,3070,2021-07-14,2023-11-27,,FedEx,
1125,2725,2022-05-09,2021-07-23,,DHL,208e9ac7-f55e-4008-bb22-0936aca7677a
1126,1324,2022-10-08,2022-11-09,,Local Courier,
1127,334,2021-07-25,2023-06-08,2021-01-31,UPS,9f2b1f41-859b-4be8-8a21-f24b63b39bd3
1128,2547,2021-12-18,2020-03-03,,Local Courier,
1129,463,2021-04-25,2023-06-13,2023-12-08,USPS,52924213-0703-4137-a29e-9df5cff08a47
1130,1209,2021-05-23,2022-04-29,2020-08-17,UPS,
1131,526,2023-05-06,2020-12-30,,DHL,
1132,2562,2021-07-25,2020-06-22,,Local Courier,65a71299-689d-4f49-94ad-5240296ef219
1133,791,2023-02-11,2021-10-08,2022-06-20,FedEx,
1134,2640,2021-03-19,2022-11-07,2022-03-27,UPS,07a3bfc4-2154-4031-931f-6c4ef10122dd
1135,23,2023-01-30,2021-09-28,,FedEx,
1136,95,2020-10-15,2021-07-07,,UPS,61452c43-cb73-4833-afcd-4e7f84297af1
1137,871,2021-08-16,2021-05-26,,FedEx,b0e1a8dd-435f-4d80-b34b-aa76f7b66512
1138,1647,2022-02-12,2022-06-27,2023-01-29,FedEx,958137f0-da91-441f-8255-8fc9afb1a2bc
1139,1027,2020-12-13,2020-01-22,2020-08-15,DHL,
1140,2053,2023-08-22,2021-12-09,,FedEx,
1141,344,2021-10-29,2020-10-16,2021-05-17,FedEx,
1142,2636,2022-05-13,2021-02-25,2020-06-20,FedEx,
1143,877,2022-07-31,2022-08-10,2021-03-14,UPS,
1144,1480,2023-10-15,2023-07-09,,USPS,
1145,1012,2023-08-27,2020-12-30,,UPS,
1146,2103,2022-08-26,2021-09-12,2021-02-20,DHL,80b589ae-913d-42a4-a4ba-49fb376c82a0
1147,2554,2023-01-30,2022-04-25,2023-02-04,UPS,
1148,1044,2020-05-23,2020-08-02,2022-03-16,USPS,
1149,963,2023-06-26,2022-10-29,,UPS,
1150,74,2022-04-13,2022-07-27,2022-04-22,FedEx,76101fe2-0874-4670-bfad-78f7dd87dab3
1151,1019,2023-07-26,2020-05-14,2020-12-05,UPS,95b0a49b-17bc-4355-94ac-552495d51edc
1152,2249,2021-07-09,2021-11-20,2021-06-15,FedEx,c81d54f8-3d56-4ac9-a8d0-bfd2037f4d24
1153,1056,2022-04-24,2021-03-27,2022-07-23,Local Courier,8b519a18-3dc4-4975-ab33-d849d351e90a
1154,1178,2023-11-08,2022-11-06,2023-02-08,Local Courier,081a6110-2639-4012-aa34-856118596d68
1155,3085,2021-04-28,2020-11-08,,FedEx,
1156,372,2021-07-05,2021-09-13,2020-08-19,USPS,
1157,1415,2020-09-04,2022-10-24,2022-05-05,UPS,398be942-4777-4d37-b4fe-cd05b1c6ab3d
1158,2786,2022-10-26,2020-11-07,2022-09-26,DHL,8424709c-062c-439f-bfb1-b965a21813e5
1159,753,2023-02-22,2020-07-13,2020-02-02,Local Courier,
1160,1772,2023-07-03,2020-01-29,2023-10-19,USPS,
1161,2160,2020-01-02,2021-11-05,2021-08-07,USPS,
1162,1082,2021-08-21,2022-07-23,,USPS,
1163,383,2020-01-15,2023-04-30,2022-03-06,Local Courier,0ec13ef8-0526-490e-b340-b69b343c0140
1164,2601,2022-04-14,2023-12-10,,UPS,15aa26f5-6736-4ad4-80ac-a3b3648f5b0b
1165,1841,2021-06-03,2020-12-25,2020-02-25,Local Courier,90ff616e-59a2-4bfb-a372-4707c68ef8f9
1166,2551,2023-09-20,2021-02-20,2020-08-06,DHL,84418eba-07e7-42e1-87e5-bdb64f7ffbde
1167,2425,2022-06-03,2022-10-24,,FedEx,
1168,1076,2023-02-14,2022-03-02,,FedEx,
1169,1316,2022-09-26,2021-01-13,2022-03-23,Local Courier,33fc2ce3-f7dc-4461-89ac-3dbf173336de
1170,2198,2023-01-24,2022-02-10,2023-02-24,Local Courier,ba59babb-34e7-461e-bb46-af4ac43787e0
1171,386,2021-11-08,2021-07-18,,Local Courier,
1172,457,2021-08-05,2021-04-11,,DHL,
1173,2173,2022-02-18,2021-07-18,2023-08-22,USPS,d8655a41-7658-491e-9485-cea6699ad756
1174,1542,2020-05-22,2021-11-18,2020-08-02,UPS,
1175,965,2020-05-03,2022-08-12,2021-09-18,Local Courier,da0f80cd-0413-455f-a85a-43e441e543ad
1176,1539,2022-11-03,2022-06-16,,USPS,d00cdac7-6ede-4f9e-93b6-e9cf5213942b
1177,2267,2022-07-07,2021-05-08,2023-08-25,DHL,
1178,327,2022-11-23,2022-11-17,,DHL,
1179,1512,2023-12-13,2023-04-24,,UPS,1fe35765-2970-4a1b-83e1-14d6222e1b08
1180,770,2022-02-12,2021-05-20,,UPS,
1181,2173,2020-11-24,2023-03-24,,UPS,
1182,719,2021-01-17,2023-06-25,2021-11-09,UPS,
1183,588,2021-06-15,2022-08-09,2023-07-26,UPS,
1184,60,2021-05-31,2021-02-07,2021-12-29,Local Courier,52f139a4-502d-4a99-947a-a4c375688c59
1185,1418,2022-01-10,2020-03-06,,USPS,
1186,2536,2020-01-18,2021-07-30,,USPS,
1407,2303,2021-07-22,2022-12-01,,FedEx,
1187,1855,2022-09-05,2022-06-14,,UPS,ade007aa-1e57-4c49-9343-d28cb2b0fa7a
1188,3045,2022-07-08,2020-02-16,,FedEx,2c2d00a4-5658-4d22-9d3f-fac541d9d86f
1189,279,2021-06-24,2023-07-08,,USPS,1ba9e86a-32e8-4fb4-b2af-45de7666f29a
1190,70,2023-11-07,2023-09-10,2023-07-22,Local Courier,06e4bdb5-f32b-4026-89fd-88f244d1b7bc
1191,1278,2021-12-17,2023-09-06,2022-05-25,USPS,8d250576-7575-4040-9e7d-216f76975e96
1192,730,2021-07-06,2020-04-20,2021-05-19,UPS,c33a238a-0a26-43a5-a2ae-157bf510145a
1193,1046,2020-06-04,2022-07-24,,FedEx,
1194,2109,2022-09-24,2022-07-15,,Local Courier,
1195,1147,2021-07-04,2021-06-02,,FedEx,06ba115f-2cea-40e7-9a6d-bea43520fe46
1196,397,2020-08-11,2023-12-18,2021-02-06,Local Courier,8e1ac1c2-1ac7-4d84-927a-2f89bb0c999c
1197,2215,2023-10-09,2020-04-06,2021-03-28,USPS,6e365b11-390c-4147-a9da-65573156d87f
1198,1440,2023-01-07,2021-10-02,2021-02-16,USPS,02b87e51-3d3c-4dd6-8b88-d2e6ed656ca4
1199,247,2023-01-21,2023-04-08,2020-01-09,UPS,b1129b69-432f-48b3-a8c7-cc67667a8730
1200,2939,2023-10-27,2020-04-13,2023-09-14,DHL,
1201,2948,2021-03-05,2023-04-10,2022-03-24,USPS,59d01fb7-0d1c-4658-86a3-e237afb96552
1202,2440,2020-12-27,2021-01-02,,DHL,
1203,1714,2021-10-16,2023-09-04,2020-02-20,FedEx,
1204,873,2021-01-09,2023-06-25,2023-11-21,UPS,d2cad152-d72d-421c-a232-f050d9484d06
1205,436,2023-03-26,2020-05-05,2021-11-03,USPS,
1206,2141,2021-04-12,2023-05-10,2020-02-10,Local Courier,
1207,1858,2023-07-16,2021-03-24,,FedEx,ac5812cf-3d63-4e33-852f-083f99d104d6
1208,557,2021-01-27,2023-02-09,,DHL,ca03729f-5a8d-42c8-818e-d4014e19c061
1209,2744,2021-12-28,2022-03-26,,Local Courier,701a34d2-7c49-4aa2-91b1-d45c9d10a99d
1210,38,2023-12-12,2020-09-03,2023-07-24,Local Courier,d767b48e-f470-4288-bbb1-45141c4eca40
1211,1834,2022-12-23,2022-04-02,2022-10-08,FedEx,6d813ddf-98bb-4a22-bc2a-036eb8a478b1
1212,1346,2020-12-04,2022-03-18,2023-06-27,USPS,
1213,1259,2022-07-11,2023-08-13,2022-10-18,UPS,
1214,342,2023-02-25,2022-10-16,,USPS,a724f80c-6867-4e92-bef2-beecf0010951
1215,406,2023-05-05,2021-06-05,2020-11-27,Local Courier,
1216,2108,2022-09-27,2020-01-28,,Local Courier,
1217,1726,2023-06-19,2020-10-30,,Local Courier,9ab731cd-c848-43bd-ae96-f601c3d2875e
1218,2141,2022-11-30,2021-10-19,,FedEx,
1219,1611,2021-11-12,2020-01-14,2022-05-12,USPS,
1220,1843,2023-10-31,2021-04-25,,DHL,1c3d7ba4-cd3e-4ec3-926d-0faff0b5efe5
1221,1509,2022-04-24,2021-08-14,,DHL,
1222,3043,2023-04-15,2020-06-01,2023-07-19,USPS,cfc95d84-eefe-4109-9bc3-b60cc5e84aff
1223,2801,2021-11-24,2023-08-14,2022-08-13,FedEx,
1224,2692,2023-12-22,2020-03-29,2023-07-22,DHL,
1225,1874,2020-03-27,2022-08-07,2021-11-26,USPS,d2cce90a-1ae3-4f8d-9578-8ac47bffc053
1226,1834,2021-07-30,2021-10-18,2020-07-30,USPS,
1227,2303,2023-05-18,2021-09-11,2020-06-22,UPS,
1228,666,2021-08-29,2022-01-31,,DHL,
1229,2310,2022-12-23,2020-01-10,2023-10-11,DHL,a96cc1b3-c594-4deb-bc40-4d7f135d67a4
1230,1821,2023-05-07,2022-09-26,2022-10-02,Local Courier,
1231,1272,2021-09-04,2023-02-16,,UPS,
1232,1899,2023-05-08,2023-08-10,,DHL,
1233,794,2023-09-02,2022-12-07,2020-09-30,DHL,539d1926-b974-4be1-a08f-1da610fbd61c
1234,2704,2022-09-23,2021-04-26,,Local Courier,
1235,575,2021-03-10,2020-08-04,2020-06-24,Local Courier,62d6c1e8-4771-47ca-8b82-b8ce5c67b833
1236,865,2021-02-04,2023-12-19,2020-01-15,FedEx,
1237,1963,2023-01-07,2020-04-04,,Local Courier,
1238,1555,2021-08-30,2020-10-17,,USPS,cbfd3aea-0a15-4cb3-bee5-e5bacf6828ef
1239,2840,2022-12-19,2023-11-21,2021-06-01,UPS,
1240,2442,2022-09-05,2023-07-16,2022-05-05,DHL,5846e7f5-ec2e-4dfa-a1e4-a60613c9b7ef
1241,1899,2021-02-28,2021-02-11,,Local Courier,71a3eaae-1335-4867-9479-a54a08053126
1242,1693,2021-11-27,2023-03-22,,USPS,
1243,865,2021-07-29,2020-09-30,2021-12-06,FedEx,8305bc5c-12e9-427a-a3f0-0ad94e7a4b2c
1244,1180,2020-05-21,2020-11-08,,UPS,529d3447-611e-4c50-8325-f339cc0788c9
1245,250,2020-08-06,2020-05-05,2021-11-19,USPS,3a877c7b-ea61-45df-9f26-9a27fda01be2
1246,995,2020-03-07,2022-08-16,2022-01-23,Local Courier,63fe55d4-a850-43e9-896e-4045e7724e4b
1247,1151,2021-07-09,2023-04-05,,FedEx,
1248,2344,2023-04-21,2020-03-25,2023-06-25,UPS,231354b5-aaf5-4053-8754-251f6043a0c6
1249,1993,2023-08-30,2021-12-29,,USPS,2c3bb922-8c66-4620-beb9-d9d47beeae0f
1250,1822,2022-10-24,2022-07-09,,USPS,
1251,592,2021-12-19,2022-11-17,,USPS,4e2cac9a-0b21-4ff1-97ce-0a7d82f50403
1252,2726,2022-12-27,2023-06-27,,UPS,
1253,2737,2020-04-09,2020-04-22,,Local Courier,
1254,1594,2021-08-28,2020-12-07,2021-10-08,FedEx,
1255,2733,2023-12-27,2023-10-18,2020-01-11,Local Courier,
1256,885,2022-02-04,2021-11-11,2023-03-11,FedEx,
1257,1349,2020-12-07,2023-09-25,,UPS,
1258,2723,2022-07-16,2020-06-25,2022-07-11,UPS,dcebfde1-9f9a-4864-a8c2-83e0c9e5fa90
1259,1729,2022-04-27,2020-02-19,,Local Courier,
1260,1585,2020-10-05,2022-02-03,,Local Courier,2e4b5649-d3df-4a7d-a0f1-07bbf4c74c68
1261,901,2022-09-02,2022-11-08,,UPS,d9f25764-245f-4860-b8f9-0eafb3a3db27
1262,2041,2023-02-06,2022-07-29,2023-04-30,USPS,
1263,1758,2023-07-13,2023-05-18,2021-04-08,USPS,
1264,2781,2021-07-29,2020-10-15,,Local Courier,
1265,1182,2020-01-30,2022-05-05,,FedEx,2f342b55-92d6-43e9-88a8-a937d4be0424
1266,1099,2022-01-14,2022-06-25,,Local Courier,73a54194-ac55-4001-9f1a-1d3303ba23e9
1267,1456,2020-06-27,2022-01-24,,USPS,
1268,2068,2021-02-10,2022-11-30,2023-04-04,DHL,
1269,913,2020-08-08,2023-04-27,,FedEx,1cd55e02-b170-4848-b26d-3360c61367e1
1270,1855,2022-02-20,2021-05-17,,FedEx,
1271,1688,2023-11-22,2020-03-27,2020-08-10,DHL,1bc507cc-bdc7-4394-a728-73e98f3e829d
1272,2046,2023-11-09,2020-07-02,2020-04-15,DHL,aece2111-7110-47aa-87f7-1ae3be832aef
1273,1833,2020-08-05,2022-02-14,,Local Courier,
1274,325,2022-12-10,2020-11-22,2020-12-12,DHL,b3baf5bc-e599-4cef-91a5-bac2bc20377e
1275,804,2021-07-13,2020-07-25,2021-04-20,UPS,
1276,1623,2022-02-27,2022-07-29,2020-03-20,FedEx,50e65c46-626e-4be4-882a-2a71ddc6cbc9
1277,1867,2023-08-17,2022-02-08,2023-09-08,FedEx,
1278,397,2021-05-17,2022-08-16,2023-10-09,USPS,
1279,2508,2021-05-31,2021-11-16,2022-05-01,Local Courier,f3573ece-fbef-4f11-8d3f-3fcbe28760e1
1280,958,2023-09-22,2023-10-26,2022-04-09,Local Courier,1e05c25b-eaa5-473c-af9b-5497fbf8f78f
1281,797,2022-12-07,2022-05-28,2022-12-30,UPS,69ef90f9-adb7-423f-9701-074a2c630f3d
1282,2938,2020-02-09,2023-08-02,2021-03-08,DHL,
1283,2116,2023-10-31,2020-05-17,2023-05-01,Local Courier,
1284,1514,2020-07-22,2022-03-12,,USPS,
1285,911,2022-09-14,2020-03-28,,UPS,e49f0322-05ea-43d2-a10a-00eb27ac840b
1286,2413,2021-08-09,2023-11-04,2022-12-30,Local Courier,32442f8b-c892-4845-9917-1c5964d154e3
1287,1293,2023-08-07,2022-08-20,2021-07-17,UPS,
1288,2095,2020-02-18,2021-10-06,,UPS,f3fcb10f-16ac-4221-b190-9d64c4ef771d
1289,1931,2023-03-05,2022-08-08,2022-06-30,DHL,
1290,2045,2020-10-18,2023-12-25,,UPS,17d35ae2-d865-4799-92d8-e07e91d4df80
1291,116,2021-06-04,2020-11-22,2020-11-04,Local Courier,80d74f9a-1079-48a6-b4ee-45989b4980ec
1292,1575,2020-09-13,2022-02-16,,DHL,
1293,3045,2022-11-12,2020-11-27,,UPS,
1294,2237,2023-07-12,2020-08-01,,UPS,
1295,382,2023-05-12,2023-10-30,,FedEx,f1a6feb6-f8c5-48c8-9442-ee03ac873185
1296,513,2021-02-07,2020-02-09,,Local Courier,03f89afc-d9ff-4683-9c5c-eb59abd1f957
1297,796,2021-03-18,2023-01-22,2022-12-29,USPS,60056d72-9943-43f1-a3b5-d2995694962a
1298,2927,2022-03-31,2020-10-31,2020-05-22,DHL,384b0ef6-858a-4524-a881-73d4211fccc1
1299,1772,2023-07-24,2021-07-07,2020-11-19,USPS,
1300,2875,2023-06-29,2022-11-04,2021-02-17,USPS,
1301,970,2020-05-27,2021-09-15,2022-06-17,FedEx,
1302,904,2022-09-07,2023-09-17,,Local Courier,f65f7f40-08e4-463d-ad2d-e7b56df93e94
1303,2476,2021-05-30,2022-11-16,2021-04-15,Local Courier,
1304,2272,2021-07-06,2021-05-27,2020-03-08,UPS,27984969-70c0-4f07-86c1-04075f02397b
1305,2206,2021-12-09,2023-05-15,2021-08-12,Local Courier,
1306,2572,2021-07-17,2023-07-05,2023-04-06,UPS,1163fdf5-0ab2-4696-8947-7e32dce18bfa
1307,1023,2021-11-16,2022-06-18,,Local Courier,679dfea7-8fdd-4e5c-96e3-1ea543781455
1308,1597,2022-01-15,2023-02-21,,DHL,fd88f2ff-eb69-4dcb-8b95-17cc67693947
1309,2574,2022-10-08,2020-05-25,2023-03-25,FedEx,45919b3c-e936-4153-a3db-85e93196ee60
1310,1086,2023-01-22,2021-11-06,,Local Courier,ba191dcb-0502-48e2-a8d4-29cf395a7e34
1311,370,2022-07-22,2023-01-17,,USPS,
1312,261,2022-05-08,2020-01-02,,USPS,fe4ad871-1b84-4268-b385-7c6397062fbe
1313,276,2020-10-07,2022-12-07,,DHL,
1314,1655,2020-11-29,2022-07-25,,Local Courier,
1315,1097,2023-10-08,2020-06-03,,FedEx,e6813075-4ad7-440f-8e00-afc7f150c8fa
1316,2295,2023-02-21,2022-04-20,,Local Courier,
1317,2160,2021-02-01,2022-01-22,2022-02-13,Local Courier,
1318,2928,2022-09-08,2023-06-23,2022-09-22,USPS,
1319,635,2020-10-28,2023-06-03,,USPS,
1320,2181,2021-10-23,2020-09-12,2022-08-10,FedEx,
1321,2554,2020-04-10,2021-11-09,2021-09-23,Local Courier,
1322,866,2021-01-24,2021-09-19,2022-01-03,DHL,aec4c5ba-1ee6-401c-ab38-16d224419d63
1323,3078,2020-02-29,2020-06-29,,Local Courier,
1324,2329,2020-11-20,2023-04-22,,Local Courier,
1325,378,2021-05-03,2021-10-07,2020-07-05,FedEx,70cde3bc-69c4-40a6-bc76-b24ae421a089
1326,2983,2021-08-10,2020-05-17,2022-12-09,USPS,aade6cdb-88df-4e31-92a9-12add1775439
1327,2846,2021-03-27,2022-02-05,,USPS,55a35462-c4f9-4495-a5df-47808823e76a
1328,2119,2022-05-03,2023-08-31,,UPS,
1329,2315,2023-02-14,2021-06-08,2023-11-30,UPS,
1330,1362,2023-11-24,2023-01-11,,USPS,cac5fef5-62ec-4b69-ac8b-6a868de924c1
1331,1238,2023-07-04,2021-03-28,2021-04-29,FedEx,
1332,220,2021-02-08,2021-11-02,2023-03-14,DHL,
1333,1192,2020-05-13,2022-11-19,2020-02-19,FedEx,
1334,788,2023-04-16,2023-01-05,,UPS,de360656-382a-422d-9c8d-d1367e3259ca
1335,1890,2023-11-11,2021-02-16,,FedEx,
1336,3006,2021-06-13,2021-05-25,,FedEx,
1337,1368,2020-12-19,2020-11-24,,FedEx,ae9d648e-4496-48bd-a13f-a8aa63e511be
1338,1489,2021-11-04,2020-08-18,,UPS,d5a8eca6-97ab-4fc0-80f3-93d23d8cb163
1339,1062,2023-01-15,2022-06-25,,Local Courier,9118b284-ac0b-42f0-a633-89a4b3abe5a3
1340,862,2021-08-06,2021-12-30,2022-02-24,Local Courier,
1341,1863,2021-07-21,2023-12-09,,Local Courier,09331f7f-aaa5-462e-b8b9-9d1c5534e7dc
1342,2786,2021-11-05,2022-09-07,2021-11-23,USPS,06c5c651-aa1f-49f2-bada-30bb2d67a8fd
1343,1441,2020-06-29,2022-03-21,,UPS,87638f27-a28c-4b33-90f8-688c96f2fb23
1344,1004,2021-05-14,2021-04-28,,USPS,9e31b5f7-e4d1-4d05-a577-ab1291da70a6
1345,89,2021-11-01,2021-09-20,2023-07-23,UPS,9ce12a42-8f25-4830-bdfd-3fddae8802a1
1346,888,2020-01-19,2020-05-12,,USPS,39abd4fd-cf80-4672-88d1-a14c3332c5e1
1347,729,2022-01-12,2023-10-06,2023-03-15,UPS,
1348,471,2023-12-11,2021-02-10,,FedEx,
1349,2339,2021-06-18,2020-05-23,,Local Courier,f01c104a-818f-43c2-979d-a0da2365a434
1350,1501,2021-10-07,2020-03-20,2023-07-26,DHL,2036e05f-f176-43a4-ba5a-9ec491913b71
1351,1537,2023-12-26,2021-07-10,,UPS,
1352,6,2023-02-23,2022-07-27,2023-12-25,Local Courier,
1353,2135,2021-08-11,2023-10-10,2022-02-27,DHL,
1354,2939,2020-09-06,2022-02-21,,UPS,ed41098b-3de9-4366-818f-c42424bde1dd
1355,2917,2020-06-26,2022-08-05,,UPS,
1356,1708,2023-05-31,2021-03-07,2022-01-01,USPS,7a0a6162-f81c-4d18-bf95-f0249e517b7c
1357,256,2021-10-13,2023-01-25,,Local Courier,857242b7-193b-4168-ba66-ec1acde9d32d
1358,2066,2023-04-16,2022-10-05,2021-12-28,Local Courier,
1359,1979,2021-05-29,2021-10-21,,DHL,
1360,483,2021-05-25,2022-08-03,2023-06-23,FedEx,f4a41c4f-6713-4535-913d-0a2c2b55ec29
1361,159,2020-06-22,2022-06-11,2022-04-04,UPS,
1362,560,2021-10-17,2021-07-28,,USPS,15965d17-566f-4740-aad3-7609e8a5b56a
1363,122,2020-07-24,2023-04-14,,FedEx,a9de1f57-db2a-4947-8ed3-dab580d97890
1364,169,2021-04-16,2022-02-25,,DHL,decef1d5-f309-4bbe-86e4-6d1d9be376ae
1365,1835,2023-02-06,2023-06-18,2020-06-14,UPS,d16f076b-de78-4c49-8818-83603ce7f15c
1366,1966,2020-12-07,2023-10-18,,Local Courier,37e485ae-7a13-44ff-9905-bd4078dcb389
1367,2080,2022-02-14,2022-02-23,,UPS,
1368,2769,2023-01-27,2021-12-22,,Local Courier,
1369,1594,2023-08-14,2022-08-18,2021-09-16,USPS,
1370,2619,2021-05-27,2023-03-29,2021-09-03,USPS,
1371,1754,2022-09-30,2020-07-14,2023-07-02,USPS,d86e0479-9c3b-4f4f-8854-326b3150b981
1372,3095,2023-08-02,2021-01-19,2021-02-16,Local Courier,
1373,1684,2020-03-30,2023-01-02,,FedEx,
1374,1899,2020-04-15,2021-01-07,,UPS,dc27096d-c2b3-45d2-b7ec-8b9f6b0c07de
1375,1827,2022-02-16,2022-10-30,2022-10-29,USPS,
1376,1204,2022-08-30,2023-06-18,,DHL,
1377,1092,2023-01-16,2022-04-24,,USPS,95f6c6e7-c9ff-4cb4-8b5a-4ae1d9efa2e1
1378,1216,2021-12-15,2023-01-03,2022-04-26,DHL,
1379,2975,2021-01-18,2022-04-07,2022-04-05,Local Courier,
1380,1171,2020-10-08,2021-08-29,,UPS,
1381,165,2021-08-18,2021-03-08,2021-06-16,UPS,
1382,1100,2021-06-15,2021-08-08,,UPS,
1383,467,2023-05-08,2020-06-27,,UPS,473b7672-f9e8-4f69-9da9-a89ccf06b142
1384,741,2020-09-12,2022-07-19,,DHL,
1385,1867,2021-11-20,2023-06-03,,Local Courier,
1386,718,2020-03-17,2022-04-26,2020-08-23,UPS,9e35346a-e1c3-4936-ae39-e89463e1d19c
1387,1486,2021-09-15,2022-07-02,2022-04-20,FedEx,
1388,1949,2021-09-09,2023-07-08,,DHL,
1389,55,2020-06-25,2020-07-02,,UPS,
1390,888,2020-05-06,2023-10-19,2022-04-19,FedEx,bfdefad2-ae36-409d-8520-b86c8df40f4c
1391,2876,2023-01-01,2023-09-02,2021-12-18,UPS,
1392,2866,2020-05-25,2022-07-11,2023-09-30,UPS,f22ce1ef-0ab7-4593-bd34-280b705cfc88
1393,1229,2021-08-15,2020-01-06,,UPS,
1394,3032,2022-07-16,2020-03-10,2022-06-07,UPS,
1395,2374,2021-06-28,2022-04-04,,UPS,
1396,905,2021-02-19,2022-02-05,,USPS,eb0f85e2-b0f2-449d-857f-7f8b0532d375
1397,609,2023-09-02,2020-12-07,2022-11-14,Local Courier,
1398,741,2021-06-27,2021-01-31,,UPS,
1399,1376,2020-04-13,2020-12-05,,FedEx,e6b71f7b-a031-4050-8be6-85c5c056c580
1400,2877,2020-03-16,2023-05-29,,FedEx,
1401,214,2022-03-28,2023-04-18,2021-01-02,FedEx,7f53f395-9dff-42a2-a92b-a330ed2b0c1e
1402,172,2022-05-06,2023-08-13,,FedEx,
1403,2797,2023-08-15,2021-02-27,2021-01-05,Local Courier,
1404,1259,2023-01-18,2023-10-16,,FedEx,61d869e8-0604-4133-b69b-1382e574658c
1405,282,2023-11-05,2021-02-12,,USPS,
1408,1542,2022-01-11,2022-11-05,2023-09-28,Local Courier,
1409,2704,2023-08-01,2023-02-12,2023-12-25,UPS,
1410,2656,2022-02-09,2020-12-29,,USPS,
1411,373,2020-05-03,2023-04-21,,USPS,cdff180a-ce6b-46b9-a770-703719588982
1412,2560,2020-01-25,2022-06-11,2020-03-06,UPS,
1413,2291,2021-02-25,2022-12-11,,Local Courier,9655f74b-6c4e-4941-b353-a8a4ac485832
1414,1182,2022-10-24,2023-02-27,2020-08-01,USPS,
1415,2580,2022-09-11,2022-04-10,,DHL,
1416,3008,2020-06-05,2021-01-11,,Local Courier,a658e992-f633-43fb-9532-c4b4fe8f6beb
1417,1960,2022-11-07,2022-08-28,2021-05-31,DHL,
1418,2709,2021-02-08,2022-12-31,,USPS,
1419,815,2020-10-07,2021-02-24,,Local Courier,
1420,422,2023-10-13,2023-12-09,,FedEx,01d0d5cc-b6c9-4d33-95b2-524ed59a4998
1421,105,2023-06-23,2022-02-13,,FedEx,
1422,521,2023-12-16,2021-04-21,2021-04-22,DHL,
