returnid,orderid,productid,returndate,returnreason,refundamount
2880,130,1615,2023-10-30,Not as Described,996.85
2881,3041,1163,2023-04-20,Wrong Item,381.96
2882,1742,2327,2020-09-10,Not as Described,919.16
2883,2248,996,2022-05-09,Wrong Item,397.65
2884,980,2482,2023-02-24,Damaged,373.16
2885,2138,756,2020-12-25,Wrong Item,285.39
2886,1235,2303,2023-05-27,Not as Described,175.86
2887,3012,823,2022-02-22,Wrong Item,319.91
2888,189,2746,2021-04-25,Not as Described,369.29
2889,1659,1872,2022-07-05,Other,293.83
2890,907,3031,2021-03-15,Not as Described,821.77
2891,300,1476,2022-12-06,Not as Described,857.60
2892,703,498,2020-10-13,Damaged,314.27
2893,2365,2008,2021-02-07,Other,225.01
2894,1929,2262,2022-09-14,Wrong Item,696.07
2895,305,1458,2023-12-26,Not as Described,680.50
2896,2662,23,2023-08-05,Damaged,757.78
2897,1217,1293,2023-06-12,Wrong Item,422.95
2898,1578,526,2020-09-23,Damaged,201.77
2899,1975,82,2022-02-27,Other,176.56
2900,500,1032,2022-12-31,Other,464.98
2901,2491,2114,2020-06-28,Damaged,602.66
2902,2115,342,2021-04-27,Wrong Item,539.45
2903,111,1009,2020-11-17,Other,101.87
2904,2078,2024,2023-09-25,Other,18.21
2905,340,1718,2020-05-07,Not as Described,633.59
2906,280,1950,2022-09-01,Damaged,950.79
2907,500,1553,2021-03-25,Wrong Item,728.97
2908,2740,1070,2020-05-21,Damaged,530.65
2909,462,858,2023-07-05,Not as Described,65.12
2910,2842,217,2021-08-12,Wrong Item,735.90
2911,692,731,2023-02-27,Wrong Item,929.81
2912,1442,1903,2020-06-04,Not as Described,121.05
2913,1099,1406,2020-05-03,Wrong Item,136.37
2914,990,2203,2020-10-21,Other,513.95
2915,949,2184,2020-05-13,Other,187.64
2916,703,498,2020-06-27,Not as Described,111.07
2917,765,691,2021-10-24,Wrong Item,550.44
2918,153,1815,2021-08-29,Damaged,494.97
2919,2388,2901,2023-12-19,Other,733.88
2920,1273,1181,2020-05-08,Damaged,419.80
2921,2887,2568,2023-08-21,Not as Described,604.08
2922,1294,1182,2023-09-02,Wrong Item,903.90
2923,1607,2026,2023-11-20,Damaged,938.34
2924,1697,499,2021-11-10,Wrong Item,420.07
2925,791,198,2020-07-25,Wrong Item,750.28
2926,3030,2603,2022-12-07,Damaged,434.07
2927,1035,2967,2020-10-20,Not as Described,837.02
2928,2121,929,2023-03-16,Wrong Item,916.97
2929,51,1846,2023-06-30,Damaged,816.22
2930,2655,2951,2020-10-13,Other,285.55
2931,1906,2268,2021-09-28,Not as Described,425.12
2932,1087,835,2020-09-27,Damaged,163.72
2933,110,2693,2020-01-10,Other,477.22
2934,447,704,2020-05-14,Wrong Item,687.83
2935,1092,1142,2020-08-10,Not as Described,344.85
2936,523,2297,2020-04-12,Damaged,192.95
2937,304,2332,2023-11-18,Damaged,422.27
2938,428,2383,2022-04-24,Other,869.73
2939,1805,209,2022-08-27,Wrong Item,678.23
2940,2870,1972,2020-09-29,Other,253.94
2941,590,2239,2021-12-08,Not as Described,947.33
2942,1960,2733,2023-12-02,Wrong Item,197.65
2943,1808,1194,2021-05-31,Damaged,61.66
2944,315,343,2023-11-22,Damaged,405.58
2945,140,606,2023-03-23,Wrong Item,961.11
2946,2180,2168,2020-11-29,Wrong Item,176.04
2947,2987,1600,2023-01-13,Wrong Item,554.41
2948,620,851,2022-09-25,Not as Described,89.41
2949,1704,2111,2021-12-02,Damaged,750.37
2950,116,2504,2022-09-29,Other,549.63
2951,1275,1243,2023-12-25,Damaged,967.86
2952,1369,2221,2020-07-20,Damaged,267.27
2953,458,1308,2021-09-03,Not as Described,619.39
2954,1461,2314,2021-08-10,Not as Described,809.07
2955,1717,484,2020-05-15,Not as Described,75.16
2956,1910,102,2021-09-10,Not as Described,125.70
2957,391,696,2023-02-24,Not as Described,15.82
2958,3029,675,2023-06-20,Other,851.17
2959,2763,2511,2023-05-14,Not as Described,886.09
2960,2552,2324,2020-11-08,Not as Described,461.65
2961,2059,1260,2023-10-14,Other,104.14
2962,1737,1577,2020-01-13,Wrong Item,153.93
2963,848,606,2020-10-06,Not as Described,996.98
2964,956,1215,2022-04-23,Wrong Item,414.43
2965,2612,1467,2020-10-31,Wrong Item,483.50
2966,2375,2856,2021-02-28,Damaged,929.12
2967,1227,2566,2023-09-22,Other,569.97
2968,135,2284,2023-02-10,Wrong Item,352.79
2969,129,1092,2021-12-06,Not as Described,87.08
2970,1017,2816,2022-11-20,Wrong Item,187.53
2971,1593,2723,2021-12-08,Wrong Item,404.26
2972,611,186,2020-04-22,Damaged,333.15
2973,12,2105,2022-08-18,Wrong Item,17.27
2974,738,1873,2022-11-26,Other,130.63
2975,918,1632,2022-06-08,Damaged,311.54
2976,2256,101,2021-01-30,Wrong Item,829.90
2977,620,851,2020-07-18,Not as Described,828.14
2978,2484,2745,2023-04-23,Other,631.73
2979,1285,2530,2022-01-18,Wrong Item,922.16
2980,2122,1741,2020-10-29,Not as Described,593.86
2981,3024,2457,2020-08-12,Damaged,467.78
2982,1707,914,2022-12-02,Other,519.15
2983,483,69,2020-06-16,Damaged,153.64
2984,568,2790,2022-07-14,Wrong Item,510.29
2985,1880,2256,2022-03-24,Other,957.25
2986,2590,2835,2022-08-12,Not as Described,738.01
2987,2439,1409,2023-12-25,Wrong Item,367.59
2988,186,1394,2021-06-01,Damaged,263.68
2989,1284,2425,2021-05-25,Not as Described,24.73
2990,1456,2386,2020-07-07,Not as Described,357.21
2991,1876,1357,2021-03-26,Damaged,842.49
2992,1207,2994,2022-02-21,Wrong Item,548.59
2993,2144,190,2022-03-06,Damaged,440.22
2994,523,2297,2021-11-03,Wrong Item,332.69
2995,2652,43,2021-08-02,Damaged,247.47
2996,2860,2043,2022-04-19,Wrong Item,457.46
2997,2511,923,2020-08-28,Damaged,348.30
2998,777,2106,2020-03-16,Damaged,233.40
2999,2442,1524,2020-08-30,Damaged,807.60
3000,2169,353,2021-03-11,Wrong Item,429.88
3001,1425,2039,2022-08-15,Wrong Item,365.67
3002,2892,2385,2021-11-22,Damaged,420.80
3003,367,2511,2020-03-25,Other,535.61
3004,885,1185,2020-01-15,Other,443.19
3005,2777,864,2020-03-02,Damaged,713.65
3006,835,131,2020-07-17,Other,118.71
3007,2866,2270,2022-06-09,Damaged,301.45
3008,508,1944,2023-02-25,Not as Described,515.95
3009,1171,1728,2020-04-16,Other,224.69
3010,2274,1339,2020-12-19,Damaged,453.07
3011,588,229,2020-04-28,Not as Described,310.34
3012,1896,2713,2023-01-23,Other,949.48
3013,250,2295,2023-12-02,Wrong Item,470.41
3014,2724,427,2023-11-14,Damaged,523.96
3015,2180,2759,2023-01-04,Other,489.71
3016,2193,1746,2020-08-29,Other,243.78
3017,2702,1821,2021-11-08,Not as Described,609.44
3018,2110,2790,2023-06-10,Damaged,195.71
3019,1781,2167,2021-06-14,Other,488.54
3020,122,2075,2022-05-10,Wrong Item,303.09
3021,1284,1436,2023-01-12,Wrong Item,267.67
3022,1896,1634,2021-01-01,Wrong Item,597.37
3023,2758,1945,2023-06-02,Wrong Item,407.20
3024,1299,245,2020-10-05,Wrong Item,971.98
3025,32,2017,2023-11-23,Damaged,357.60
3026,2055,469,2023-06-17,Other,221.85
3027,2861,1080,2021-01-24,Wrong Item,260.80
3028,1104,1421,2021-05-16,Not as Described,413.59
3029,194,686,2023-05-09,Not as Described,865.39
3030,639,3041,2021-07-28,Other,542.85
3031,2078,2301,2022-06-21,Wrong Item,307.01
3032,148,1844,2020-07-19,Other,703.80
3033,194,2516,2022-02-07,Damaged,386.35
3034,245,1625,2020-10-17,Not as Described,470.16
3035,843,1006,2023-10-30,Damaged,987.62
3036,1491,1765,2021-01-19,Not as Described,119.54
3037,1424,168,2020-08-24,Damaged,402.39
3038,68,1100,2020-09-17,Damaged,916.38
3039,2383,1170,2020-07-24,Other,913.13
3040,250,2295,2023-04-29,Damaged,922.08
3041,1245,1286,2023-05-13,Damaged,492.16
3042,1277,1677,2022-08-12,Damaged,214.22
3043,2706,740,2023-12-14,Damaged,603.26
3044,1608,2249,2021-04-23,Other,740.26
3045,2139,1525,2023-11-12,Damaged,159.44
3046,2379,2154,2020-08-26,Damaged,87.75
3047,2636,574,2020-12-12,Other,619.02
3048,2092,820,2022-01-08,Wrong Item,400.90
3049,2862,66,2021-11-04,Other,588.93
3050,3041,2954,2021-02-06,Other,346.54
3051,81,2731,2020-02-29,Other,410.34
3052,2794,2245,2022-09-15,Damaged,641.37
3053,1827,2304,2023-08-10,Other,585.95
3054,2887,1622,2020-04-14,Not as Described,16.38
3055,1594,2853,2022-03-27,Wrong Item,69.48
3056,487,217,2021-05-03,Other,35.83
3057,546,2444,2023-07-25,Wrong Item,489.59
3058,1780,484,2021-11-15,Not as Described,530.26
3059,642,2879,2022-06-22,Damaged,638.90
3060,2117,312,2022-09-01,Wrong Item,745.65
3061,758,2344,2023-12-01,Not as Described,218.04
3062,3085,1047,2021-07-23,Other,655.78
3063,679,3070,2020-07-04,Damaged,959.82
3064,1607,2026,2022-04-02,Damaged,705.72
3065,1904,1540,2021-08-16,Damaged,729.99
3066,1017,1987,2022-03-19,Not as Described,778.57
3067,2807,1039,2022-06-15,Other,688.63
3068,2367,2842,2023-03-29,Wrong Item,963.25
3069,2319,2300,2020-08-19,Other,567.43
3070,2573,2638,2021-10-17,Not as Described,499.10
3071,2062,1130,2020-12-13,Damaged,728.31
3072,427,1473,2023-02-09,Not as Described,178.16
3073,1442,1448,2023-04-02,Wrong Item,498.90
3074,735,2847,2021-08-25,Wrong Item,505.92
3075,631,3029,2022-02-04,Not as Described,604.80
3076,2437,2006,2021-10-23,Wrong Item,416.44
3077,343,2920,2021-07-26,Other,188.02
3078,1263,2679,2023-04-03,Wrong Item,584.67
3079,2862,1960,2023-12-19,Not as Described,510.81
3080,1443,1920,2023-01-16,Not as Described,726.97
3081,1862,2732,2022-10-02,Damaged,559.56
3082,2138,756,2020-03-18,Wrong Item,235.63
3083,2849,2552,2021-02-26,Damaged,770.80
3084,2858,866,2023-03-18,Not as Described,692.53
3085,2393,2007,2023-01-17,Not as Described,583.30
3086,485,2629,2023-12-07,Damaged,758.66
3087,2524,1451,2022-01-03,Not as Described,352.20
3088,2487,955,2022-11-21,Wrong Item,426.93
3089,1283,195,2023-05-17,Damaged,568.34
3090,2742,77,2022-09-11,Other,470.40
3091,1886,1755,2021-05-14,Damaged,285.79
3092,2794,1632,2020-12-16,Wrong Item,395.18
3093,400,454,2023-12-03,Other,505.03
3094,487,217,2022-06-21,Damaged,94.64
3095,2214,254,2022-03-12,Damaged,783.67
3096,2296,283,2020-10-06,Wrong Item,202.43
3097,2365,2200,2020-07-30,Other,988.02
3098,2717,185,2023-08-01,Damaged,320.38
3099,1849,2392,2023-03-26,Not as Described,236.17
3100,2298,651,2021-10-08,Wrong Item,921.32
